x,y1,y2
110,15742.39380891954,15534.385245090903
111,15744.447970574714,15535.164351264368
112,15747.242656744185,15537.018738758627
113,15750.219885714285,15537.297169860469
114,15753.014259662654,15538.654939428574
115,15755.355323317075,15539.87300240964
116,15758.66428049383,15540.41358985366
117,15761.05535841975,15543.434486518508
118,15764.403511088613,15545.303969185179
119,15766.833469569621,15546.547277772152
120,15769.406587139247,15547.134911189873
121,15771.635895794876,15548.803214582276
122,15773.58230974358,15551.204969025644
123,15775.343232000005,15553.215619282051
124,15777.770556631578,15554.584798315787
125,15779.945215999995,15553.659358315792
126,15783.424373621621,15556.10851705263
127,15785.732476540545,15558.137786810803
128,15788.838161534248,15560.118790918921
129,15791.15153183562,15561.607953534249
130,15793.7157260274,15563.577189698628
131,15796.011926794523,15563.270045808216
132,15798.07740493151,15565.072615452053
133,15800.729242301373,15564.36899419178
134,15803.060287123288,15565.11561643836
135,15805.12010520548,15565.805245369867
136,15807.948687780823,15566.739224547948
137,15810.090271561636,15568.946610849318
138,15811.998460493149,15570.43702180822
139,15814.990775887323,15572.200483068498
140,15817.096350647886,15571.91821340845
141,15819.524542171435,15574.032744563381
142,15822.08812521739,15574.504551884056
143,15824.696899764698,15574.900382117645
144,15826.886633411765,15573.905958208949
145,15829.09323294118,15575.807697454547
146,15831.357839058825,15576.70500848485
147,15833.695104000004,15577.627981575759
148,15836.272022588237,15578.492454787878
149,15839.01376752941,15579.274333090902
150,15841.350174117651,15581.465879272728
151,15845.524503272725,15582.229806545452
152,15847.790103272726,15583.826116923074
153,15850.0425929697,15585.662125292309
154,15851.680904,15587.194856369231
155,15854.079208,15588.521816
156,15856.434079999997,15589.240504000001
157,15858.706055999999,15591.660416
158,15861.092936000001,15591.333522285711
159,15864.170861714287,15591.783675936504
160,15867.784497548386,15594.582825290325
161,15870.250289548387,15597.608834098364
162,15873.403316459015,15599.43560813115
163,15875.793066666667,15599.249783466665
164,15879.39070264407,15599.176851525424
165,15881.9082500339,15601.609286620693
166,15885.085907862067,15602.79995144828
167,15882.902637714289,15603.936220070176
168,15884.816763259263,15601.530852072729
169,15887.062518518518,15602.926686814815
170,15887.852843471697,15604.902978370365
171,15890.729935698117,15605.121680905655
172,15894.199670153848,15607.197879547168
173,15896.382030769226,15609.314944000002
174,15898.56159507692,15610.602295215687
175,15897.865451520003,15610.801282509805
176,15901.575983020408,15611.95481338775
177,15903.866127673473,15613.806911999995
178,15908.389301333335,15615.591424
179,15910.58288,15618.000950468087
180,15914.787328,15619.952051744682
181,15917.050781957449,15621.003074782602
182,15919.299246297875,15622.477701565218
183,15921.55762382979,15620.338476521738
184,15920.209663999998,15622.722081391305
185,15925.418603162785,15624.404980869567
186,15927.594460279071,15628.73908390698
187,15929.77205581395,15630.8252695814
188,15931.953152000002,15632.708298418605
189,15936.941151255818,15633.508709209294
190,15939.613981767443,15632.173008372089
191,15942.996682418603,15634.170177488371
192,15947.179603348837,15636.064815627911
193,15948.779138976743,15637.642799627907
194,15951.893432558143,15637.113796465115
195,15953.592153302327,15639.595198511624
196,15955.908500837208,15641.272367627907
197,15958.215977674416,15643.41202753489
198,15961.991472761903,15644.917950511632
199,15965.184536975607,15648.615180190483
200,15967.212620800003,15647.125304195119
201,15968.654732799998,15651.835033599997
202,15970.943816205125,15654.2658688
203,15973.196918153842,15646.954115282051
204,15977.295184842102,15642.802333538462
205,15982.607180108113,15641.272993684217
206,15984.18726745946,15644.03674637838
207,15986.562615351351,15637.148630486483
208,15988.25382054054,15637.650722594592
209,15991.115960888888,15639.570570378379
210,15994.468551111107,15643.091100444444
211,15998.50836845715,15641.351665777775
212,16000.975184457144,15646.182107428567
213,16004.336504470592,15647.585631085713
214,16007.308768000004,15653.345490823527
215,16008.958432,15649.198208
216,16010.665775999998,15651.165600000004
217,16010.483182933334,15648.775776000004
218,16008.567825655173,15645.574826666667
219,16010.311521103455,15642.425697103448
220,16012.896344275865,15645.066963862067
221,16012.651154285715,15642.390422068966
222,16014.400036571431,15644.089179428569
223,16016.091922285714,15645.58560914286
224,16018.08338285714,15646.242578285715
225,16019.943789714293,15647.133275428567
226,16022.98368,15648.449718857144
227,16026.845221925925,15649.97696
228,16029.064362666664,15646.932195555555
229,16032.694547692307,15648.715282962963
230,16041.171199999997,15651.80861046154
231,16047.754944,15651.881834666672
232,16050.774421333334,15654.65653333333
233,16054.98666666667,15657.203925333333
234,16062.691506086954,15657.488405333337
235,16066.308654545459,15658.559955478262
236,16069.313629090908,15655.616255999998
237,16071.015330909087,15657.258775272727
238,16074.031592727277,15658.930432
239,16075.38670933333,15660.631505454547
240,16082.656819199998,15666.521453714284
241,16084.239334400001,15668.0136192
242,16085.827455999995,15670.263219199998
243,16087.455129599999,15667.937075200001
244,16089.211340799997,15670.195609600001
245,16090.836633599998,15663.5886848
246,16093.925478399999,15665.526707200004
247,16096.8845312,15667.006207999997
248,16098.3623424,15668.869299199996
249,16100.766423578947,15670.511411199997
250,16108.062805333333,15671.398992842107
251,16109.61018311111,15672.103964444445
252,16103.605940705884,15674.112512000002
253,16105.185551058823,15668.192828235295
254,16108.46379670588,15669.991303529412
255,16111.746740705881,15671.459689411766
256,16113.404717176469,15673.01674164706
257,16114.955173647062,15674.501240470587
258,16116.601042823531,15676.146447058822
259,16118.175834352942,15677.88348235294
260,16119.914526117647,15669.990610823532
261,16121.720440470586,15671.685240470588
262,16126.79803482353,15673.495552
263,16128.628946823534,15675.270716235294
264,16131.291039999998,15676.895232
265,16133.232031999998,15680.740351999999
266,16135.195040000002,15681.294304000001
267,16138.249898666665,15681.348287999997
268,16140.2411008,15680.881663999999
269,16142.152908800002,15682.282461866665
270,16144.083217066662,15683.874372266668
271,16146.005333333333,15682.685917866665
272,16147.942741333334,15684.002099200003
273,16149.875507199999,15685.698082133335
274,16151.837218133332,15687.229678933334
275,16153.776264533337,15689.0944512
276,16155.748693333333,15691.600895999998
277,16157.776076800003,15693.335108266667
278,16159.7863936,15695.259136
279,16161.804834133332,15684.256426666667
280,16163.874816,15685.739110399998
281,16166.672237714285,15678.958421333333
282,16169.680659692307,15683.716242285716
283,16171.699278769232,15678.472703999998
284,16176.244420923076,15672.843894153844
285,16178.277848615386,15675.015483076919
286,16180.311118769228,15677.225865846154
287,16182.33517292308,15679.106048
288,16191.09376,15680.911517538461
289,16195.132416,15682.713836307694
290,16198.074973090908,15683.746500923076
291,16199.906536727272,15690.829451636364
292,16201.776546909094,15692.69117672727
293,16206.389666909088,15696.126184727274
294,16207.6623872,15690.591930181818
295,16212.537446400001,15699.6999168
296,16214.2798848,15701.3930496
297,16216.224358399999,15704.793395199998
298,16218.0492288,15705.5120896
299,16219.776614400002,15705.1908096
300,16221.6090624,15707.4855936
301,16223.740211200002,15706.786918400001
302,16225.554227200002,15708.412057599999
303,16227.368243199997,15709.9974144
304,16232.303104000002,15711.700428799999
305,16234.006323200001,15711.7935616
306,16235.70944,15713.105715200003
307,16237.412556800002,15714.7918336
308,16239.116134400003,15716.324403200002
